"region","FOI_025","FOI_25","FOI_50","FOI_75","FOI_975","FOI_mean","R0_025","R0_25","R0_50","R0_75","R0_975","R0_mean"
"COD.2_1",1.90451338084154e-06,2.43533421343738e-06,2.77062465464513e-06,3.15541648584104e-06,3.97226116949739e-06,2.82565290136745e-06,0.614111295083162,0.730787147468449,0.781397171440043,0.824011372420622,0.884757221873298,0.772680801754901
"COD.20_1",1.36036672506718e-06,1.7402784472387e-06,1.97940645315817e-06,2.25418455514034e-06,2.83802765594532e-06,2.0188481607899e-06,0.589734179952629,0.701208578308871,0.74954683416742,0.790091816779097,0.846269641381611,0.740599699153009
"COD.21_1",1.49640380128458e-06,1.91388885068537e-06,2.17694146141474e-06,2.47944466042124e-06,3.12112135948353e-06,2.22046305881166e-06,0.585685051977188,0.696334730567915,0.744953654739793,0.785024121604799,0.841153826695263,0.73598987505812
"COD.22_1",1.49640365797674e-06,1.91364211337137e-06,2.17714983929646e-06,2.47960296323968e-06,3.12135223273531e-06,2.2205080734817e-06,0.499829667494925,0.594712385872129,0.636057141417805,0.670752887484191,0.720957239137054,0.628915010619397
"COD.23_1",1.49640338132029e-06,1.91411114129613e-06,2.17721436254677e-06,2.47960182349724e-06,3.12151473831256e-06,2.22056394041925e-06,0.605388984358467,0.720011408377059,0.769649015890055,0.811184971510743,0.868801124621724,0.760574365294205
"COD.24_1",1.22433011610692e-06,1.56635283529746e-06,1.78159046006273e-06,2.02943563405786e-06,2.55451331183544e-06,1.8171583321735e-06,0.540830454294582,0.642939591038348,0.687248053416073,0.72446835972658,0.775980095377637,0.679190140348926
"COD.25_1",2.72073332433721e-06,3.47893646615507e-06,3.95747775214991e-06,4.50749726290424e-06,5.67376851463998e-06,4.03588183871628e-06,0.596523527525891,0.710766174934609,0.76027544838037,0.803032765842249,0.869537611887102,0.753252697282073
"COD.26_1",8.1622899616682e-07,1.04442333614106e-06,1.18849700184089e-06,1.35374069372631e-06,1.7050620230395e-06,1.21189921600979e-06,0.596769551957047,0.708339127241219,0.756365925681446,0.797284084195365,0.851764224096941,0.747712953635518
"COD.3_1",4.08362348196029e-07,5.23398883907148e-07,5.95309786949982e-07,6.78408221930302e-07,8.54901897668754e-07,6.06893044167321e-07,0.471611110729241,0.560088425537039,0.598916207407004,0.631058690927781,0.672699946575753,0.591567280626162
"COD.4_1",6.80212680366877e-07,8.70850733189555e-07,9.91181892896593e-07,1.12869286556339e-06,1.42301578745455e-06,1.01041001971872e-06,0.541092683270596,0.642355569337916,0.685942195381701,0.723466538480765,0.771743457143581,0.678142902966825
"COD.5_1",1.63244001903194e-06,2.0877150463672e-06,2.37502315991494e-06,2.70495020406706e-06,3.40501033996702e-06,2.42222067302643e-06,0.597432646198297,0.710728045720361,0.75990915740996,0.801033422531448,0.85850084077793,0.751051944321553
"COD.6_1",1.90451351202117e-06,2.43540128609303e-06,2.77059620025106e-06,3.15532223835967e-06,3.97209589496246e-06,2.82562997106371e-06,0.562532940618523,0.669768769655808,0.716206380682755,0.755493858006314,0.81217642131132,0.708376186772005
"COD.7_1",6.80219287577733e-07,8.70849599490937e-07,9.91395027899274e-07,1.12885526108419e-06,1.42357377824016e-06,1.01042954828401e-06,0.562807540665344,0.667910722972926,0.713282593100833,0.752290609675366,0.80269947692297,0.705199884384283
"COD.8_1",5.44495990192419e-07,6.97256497698933e-07,7.93731508003906e-07,9.03980138391579e-07,1.13957620849427e-06,8.09302347795566e-07,0.583800142889655,0.693008481386968,0.740723295280416,0.78119614033085,0.832801141202325,0.732188840419191
"COD.9_1",1.49640363748757e-06,1.91399943898637e-06,2.17727160606578e-06,2.47960198440458e-06,3.12165083468461e-06,2.22062406154195e-06,0.573794649821371,0.682525097613811,0.729869702844855,0.769123830502293,0.824447762190988,0.721176674688328
"COG.1_1",2.72316722285442e-07,3.49975836855284e-07,3.97720957219322e-07,4.52785953449041e-07,5.71041794181165e-07,4.05504244323851e-07,0.572667940438684,0.679669854272988,0.725727712716842,0.765371373470065,0.815546361386706,0.717393850351758
"COG.10_1",2.72241265192253e-07,3.49405760063319e-07,3.97173695380909e-07,4.5240820430098e-07,5.70300624427102e-07,4.04834857888733e-07,0.579910442132258,0.688400416170185,0.734580221947072,0.774456693111447,0.826344740419831,0.7262848510539
"COG.11_1",4.08471839738616e-07,5.24252342060018e-07,5.96438318687063e-07,6.78679478760273e-07,8.56791241524295e-07,6.07820378275296e-07,0.561444803994402,0.667901724026598,0.715725019639803,0.756299099889996,0.844704668140208,0.70973606174699
"COG.12_1",1.36036668038989e-06,1.73993747701023e-06,1.97926931166259e-06,2.25418044254579e-06,2.83771393211645e-06,2.01861937640623e-06,0.589365108965526,0.700547726193422,0.749149322817007,0.789623797782737,0.845881008504607,0.740021560121155
"COG.2_1",4.08363200698084e-07,5.23141674914996e-07,5.95271261839581e-07,6.78347345651532e-07,8.54629315349509e-07,6.06709137458197e-07,0.592083643830176,0.702640089648095,0.750325373439074,0.790916176672762,0.843251546294194,0.741663272319972
"COG.3_1",9.52257282933872e-07,1.21819468876321e-06,1.38550392853699e-06,1.57862380806075e-06,1.98641033850417e-06,1.41338812141671e-06,0.58090496810699,0.689758297840955,0.737014077256755,0.776408494101319,0.830378091985968,0.728103329082737
"COG.4_1",1.08829421455537e-06,1.39231222585786e-06,1.583559300296e-06,1.80403774871461e-06,2.27049185639536e-06,1.61535315342094e-06,0.607119498068853,0.721300292616606,0.770884772617081,0.812185131040082,0.869989400514966,0.761413481951566
"COG.5_1",5.44190554201912e-07,6.96764996859022e-07,7.93375954536749e-07,9.03347690463741e-07,1.13913141022772e-06,8.08580213436643e-07,0.581825130049357,0.690654167603267,0.738161671064887,0.778252512961416,0.829519200289657,0.729521477130945
"COG.6_1",8.16220572919353e-07,1.04481821414149e-06,1.18844310032243e-06,1.35389788389932e-06,1.70334644823478e-06,1.21197813580069e-06,0.547752022848832,0.650335460411039,0.694698194690563,0.732646965394398,0.78219926159772,0.686531184835201
"COG.7_1",1.22433014564366e-06,1.56609277434838e-06,1.7814018118012e-06,2.02876544022473e-06,2.55407243733004e-06,1.81695287275884e-06,0.598889214221389,0.711499660304893,0.760919762945693,0.801720102399848,0.859045392581105,0.751522064870824
"COG.8_1",6.80200886292147e-07,8.70850247450577e-07,9.91005272079191e-07,1.12860510860772e-06,1.42119521245122e-06,1.01034434171259e-06,0.565174649421151,0.670719893710264,0.716223116577258,0.755390455239472,0.805432404513263,0.708046939826995
"COG.9_1",8.1622412734999e-07,1.04514700894723e-06,1.1887288543835e-06,1.35427110225144e-06,1.70574188290819e-06,1.21254544900169e-06,0.582789927418749,0.691877889598047,0.738889058091606,0.779523803851753,0.831494348483167,0.730406564556145
"DJI.1_1",1.36161099618059e-07,1.75322953251694e-07,1.99419613374231e-07,2.2686440357686e-07,2.8604089854793e-07,2.03297218001388e-07,0.666631301651305,0.791077415613972,0.844513597447564,0.890497962195528,0.950787612157972,0.834929127993514
"DJI.2_1",2.72315962385787e-07,3.49689365193109e-07,3.97715412983788e-07,4.52718041929589e-07,5.71289851964087e-07,4.05579619007254e-07,0.69001935363118,0.819259505869393,0.874251356749955,0.92205635857995,0.983240749376458,0.864257088846709
"DJI.3_1",1.36676167067704e-07,1.76611081689945e-07,2.0035931685569e-07,2.28256650653955e-07,2.88601922791226e-07,2.04261176184332e-07,0.719462322017179,0.854968693577651,0.916044325349899,0.968134984391708,1.05209751831527,0.907268387759588
"DJI.4_1",1.3616073494272e-07,1.75028503158084e-07,1.99421211503363e-07,2.26824080512193e-07,2.86039581564894e-07,2.03179080118297e-07,0.703020242469054,0.834530899307891,0.890908465055567,0.939086854188686,1.00285345169402,0.880666241060705
"DJI.5_1",1.36161193589859e-07,1.75435012937223e-07,1.99598761825116e-07,2.27064680739992e-07,2.86488177461196e-07,2.03470676297821e-07,0.657033920643469,0.779727173436875,0.832372636403975,0.877925712525477,0.937005084773803,0.822989218456563
"ERI.1_1",2.72267040218964e-07,3.49925013080722e-07,3.97936794046034e-07,4.5343312085446e-07,5.72956851937612e-07,4.06045956238351e-07,0.394554130506821,0.468411547472695,0.501079294994006,0.528396160098542,0.562238854521479,0.494802302987425
"ERI.2_1",2.72245572190294e-07,3.49840453341e-07,3.9738886269651e-07,4.52528605049318e-07,5.70310273898917e-07,4.05175392825327e-07,0.634554854574227,0.753197514257688,0.803815620111684,0.847792514899376,0.904171297356738,0.794712926236467
"ERI.3_1",1.3616109421912e-07,1.75165164812086e-07,1.9927468312892e-07,2.26978885901982e-07,2.8602940424913e-07,2.03190559399504e-07,0.681139549839607,0.80836976085806,0.863054797813367,0.909768808773715,0.971440996877039,0.853207406237992
"ERI.4_1",2.72261157928318e-07,3.49985327045164e-07,3.97753120582056e-07,4.53301239160972e-07,5.71875566727235e-07,4.05909742781693e-07,0.638833280157354,0.758249876698238,0.80914483238931,0.853360827187128,0.909836262437662,0.799936721552412
"ERI.5_1",2.72264563450022e-07,3.50086792612236e-07,3.97927897633587e-07,4.53172882175184e-07,5.72374561361063e-07,4.05959881923901e-07,0.480310068573997,0.570214921653472,0.609150007195089,0.642584196990366,0.684552292927979,0.602059576441519
"ERI.6_1",2.72247637148369e-07,3.49847079664482e-07,3.97493877711435e-07,4.52520939595525e-07,5.70307787933327e-07,4.05227459734396e-07,0.617496180550065,0.732952409245689,0.782153507662683,0.824976747358372,0.879824176905363,0.773365715593257
"ETH.1_1",5.44485772470342e-07,6.96654695203924e-07,7.92986950125435e-07,9.03542911778844e-07,1.13899430213767e-06,8.08398593805136e-07,0.392036499732802,0.465464936952397,0.497855829336566,0.52453092844381,0.560221561234544,0.491535277872861
"ETH.10_1",1.08829744858285e-06,1.39255078442276e-06,1.58429269124315e-06,1.80431583335344e-06,2.273968095934e-06,1.61602709987473e-06,0.522565623582893,0.6212412485061,0.664163193375556,0.70003813639871,0.749808941155838,0.656286823949262
"ETH.11_1",6.80221277014741e-07,8.70955454171066e-07,9.91422923359773e-07,1.12901461304857e-06,1.42468455121701e-06,1.01108967963278e-06,0.538551483188998,0.639627934535622,0.682772394366321,0.720520523603073,0.768425739757704,0.675018187471351
"ETH.2_1",4.08373943161633e-07,5.23743515420315e-07,5.95705636682581e-07,6.78536491706746e-07,8.55460001405722e-07,6.07512274357269e-07,0.659010776163337,0.782174055912128,0.835411847640511,0.88092853583313,0.938541147300804,0.825691802094859
"ETH.3_1",8.16240884162202e-07,1.04499295885163e-06,1.1890995458488e-06,1.35409040982564e-06,1.70823754868927e-06,1.21250771691215e-06,0.466326007738224,0.554248526566014,0.593008294471579,0.624532152342002,0.668403014931384,0.58528188331984
"ETH.4_1",5.44485609931601e-07,6.96787649037418e-07,7.9365012978156e-07,9.03475868146253e-07,1.13913127627621e-06,8.08749998966601e-07,0.597373496122425,0.7090956719309,0.757915233510542,0.798983323678735,0.851584298539913,0.749004212908259
"ETH.5_1",4.0838659004191e-07,5.23553902199778e-07,5.95482945114895e-07,6.78474440795107e-07,8.56560511255996e-07,6.07669052080379e-07,0.523359625524651,0.62133979270495,0.663808840133434,0.700135743723169,0.746261132297365,0.656159526962598
"ETH.6_1",8.16222555635896e-07,1.04453812814701e-06,1.18858327596075e-06,1.35387337450524e-06,1.70494746753681e-06,1.212103586457e-06,0.645608103541304,0.766198204978148,0.818069497164838,0.862607874633093,0.920430247114155,0.808675828004015
"ETH.7_1",4.08387835090386e-07,5.233860774451e-07,5.95352650772256e-07,6.7845396815843e-07,8.56560294569223e-07,6.07660273661355e-07,0.469376693928613,0.557079795812729,0.595327638050043,0.627780472119967,0.669380351872308,0.588431754292128
"ETH.8_1",1.0882980275717e-06,1.39247851369935e-06,1.58452847429038e-06,1.80427755163316e-06,2.27399580782358e-06,1.61606365999456e-06,0.478257309790674,0.568697825299737,0.608959038553812,0.641277764111689,0.686267933303646,0.601058871601261
"ETH.9_1",6.80226281327662e-07,8.70808213096593e-07,9.91601481760611e-07,1.12903575703341e-06,1.42391218726338e-06,1.01073294631078e-06,0.607147640959409,0.720315696712197,0.769276710302906,0.811378859241589,0.865916534071026,0.760432891583954
"GAB.1_1",1.08830130156017e-06,1.39230919679466e-06,1.58352943188029e-06,1.80450905226287e-06,2.2733447921035e-06,1.61578780114948e-06,0.601883238432474,0.716207354117083,0.768009081154934,0.810563495982736,0.900173435571602,0.761684758949892
"GAB.2_1",9.52259038724679e-07,1.21846257339609e-06,1.38571574429982e-06,1.57916178047422e-06,1.98955141412626e-06,1.41382648873296e-06,0.573354591111208,0.681148391131612,0.727794813007649,0.76712336341507,0.819962377819734,0.718964363188003
"GAB.3_1",1.08829335995556e-06,1.39231348488947e-06,1.58362315191688e-06,1.80400065502875e-06,2.27065904687097e-06,1.61524188238796e-06,0.601709628368374,0.714834741761455,0.763971522801726,0.804792109666089,0.862252404322755,0.754624440197505
"GAB.4_1",9.52264644379922e-07,1.21863932739294e-06,1.38600111555678e-06,1.57938115519242e-06,1.98922175159329e-06,1.41409211635829e-06,0.577343634969172,0.687285934792443,0.736725842106866,0.777751634492351,0.86756688048892,0.730813073811879
"GAB.5_1",9.52256795581727e-07,1.21827734060145e-06,1.38584113207114e-06,1.57862381176298e-06,1.98696507379108e-06,1.41357994542289e-06,0.585019771915837,0.694811032080096,0.742297390282608,0.782420105144285,0.836034316346739,0.733340706922869
"GAB.6_1",1.3603666750042e-06,1.73990783894493e-06,1.97900930789596e-06,2.25386753624787e-06,2.83728945725623e-06,2.01845101679506e-06,0.577578531858455,0.686306203022225,0.734165618948124,0.77390547160975,0.829075318984401,0.725231213944141
"GAB.7_1",1.22433796104952e-06,1.5663474966731e-06,1.78127961405074e-06,2.02904882100032e-06,2.55707289571598e-06,1.8173902635292e-06,0.581017565913312,0.691788585293255,0.742119723958112,0.782804592705571,0.875658411379669,0.73608967171985
"GAB.8_1",9.52256734450435e-07,1.21827521388054e-06,1.38572718957955e-06,1.57871954201068e-06,1.98694811955763e-06,1.4135442247374e-06,0.60351629152061,0.716872005607835,0.76563578361723,0.80690961662925,0.862597874666366,0.756452738979026
"GAB.9_1",1.22433795724621e-06,1.56634636595045e-06,1.78121999340227e-06,2.02919027677422e-06,2.55719210244643e-06,1.81737543470209e-06,0.569856166582849,0.678544123352154,0.727878822046139,0.767897851461284,0.860760543137916,0.722180472193875
"GHA.1_1",1.22433014996163e-06,1.56609135323288e-06,1.78137759609088e-06,2.0291248842522e-06,2.55399065193069e-06,1.8171112402205e-06,0.633427208302771,0.752477764358544,0.804809701913237,0.847542118334749,0.908211150669184,0.794742853975236
"GHA.10_1",9.52256683077547e-07,1.2182707551444e-06,1.3859887945658e-06,1.57904649852451e-06,1.98857023449255e-06,1.41350596158474e-06,0.641142987643349,0.760970476606868,0.813046721707232,0.856726628053271,0.915740464670643,0.80328882686468
"GHA.2_1",1.36036894451248e-06,1.74038937092778e-06,1.97940020779299e-06,2.25418574994067e-06,2.83961155037996e-06,2.01920215125148e-06,0.65690991047423,0.780970401582318,0.834688565450443,0.879839509253533,0.942375698683582,0.824549320022603
"GHA.3_1",9.52256740443442e-07,1.21827224352826e-06,1.38597520162485e-06,1.57904848088517e-06,1.98849766990696e-06,1.41356972094145e-06,0.633899291685672,0.752525416857529,0.803994625579689,0.847113948214374,0.905561859606086,0.794342498220481
"GHA.4_1",1.49640417711297e-06,1.91411075246108e-06,2.17720749359474e-06,2.47960202387477e-06,3.12149237610754e-06,2.22068294286623e-06,0.632556545747047,0.752274276139798,0.804092661531378,0.847578788100445,0.907844199530454,0.794513096696858
"GHA.5_1",1.0882999887875e-06,1.39287261636958e-06,1.58402654505877e-06,1.80497049945581e-06,2.27391828318282e-06,1.61613372933936e-06,0.644900317589798,0.766131184421584,0.818757810548061,0.86296419301155,0.922552419263948,0.808800679850015
"GHA.6_1",6.80224754329684e-07,8.72852704851988e-07,9.92170773345837e-07,1.13009225639235e-06,1.42573338582782e-06,1.01195964252971e-06,0.672927331328498,0.800541323340737,0.857873664284567,0.904878360954795,0.99352733300647,0.849538618754059
"GHA.7_1",5.444887953599e-07,6.98278638782129e-07,7.93902141841849e-07,9.04236619375663e-07,1.14181850019027e-06,8.09584926628275e-07,0.681516814937535,0.809957673268062,0.867861164882516,0.915799094178377,1.00356762031662,0.859498698331052
"GHA.8_1",4.0838882610257e-07,5.24845513358313e-07,5.96955855162112e-07,6.7927049747664e-07,8.59422641617751e-07,6.08793633756729e-07,0.668196451925869,0.794232703393515,0.85124158554783,0.897887592915276,0.985921834026231,0.842799731822351
"GHA.9_1",9.52260176036861e-07,1.21870171052603e-06,1.38622960491264e-06,1.57951007185894e-06,1.99003389918343e-06,1.41418351741634e-06,0.659425362162859,0.782939314459368,0.836208040756485,0.882271725183942,0.941903568644713,0.8264923616015
"GIN.1_1",1.08830187213757e-06,1.39231098991229e-06,1.58363767650915e-06,1.80525944223676e-06,2.27336343664672e-06,1.61598149659617e-06,0.6508903700324,0.774533237607539,0.830084408316028,0.875741782177072,0.966261226469388,0.822781109517742
"GIN.2_1",8.16234272564244e-07,1.04423159559597e-06,1.18856609633917e-06,1.35376166057607e-06,1.70500663735546e-06,1.21179029395726e-06,0.673697490525967,0.798975118954769,0.853295550587775,0.899473579460181,0.959986578048033,0.843353245652155
"GIN.3_1",9.52265056431089e-07,1.21879815176662e-06,1.38605992134256e-06,1.57966251840629e-06,1.98922035777405e-06,1.41425436724738e-06,0.584557214666007,0.695923668875863,0.745859476365157,0.787669007725574,0.877046196020794,0.739896911123965
"GIN.4_1",5.44489352508862e-07,6.98266313930506e-07,7.9410442149984e-07,9.04442240024205e-07,1.14175867793563e-06,8.09561647408195e-07,0.604300242300541,0.718798409694575,0.770398627586368,0.813597028722893,0.902683921979147,0.763450649439411
"GIN.5_1",1.08830138123045e-06,1.39253738071142e-06,1.58374907443593e-06,1.80526612824269e-06,2.27338098248697e-06,1.61601171408488e-06,0.654851145814056,0.779284369817037,0.835232407380187,0.881093701083278,0.971602467894186,0.827792944710614
"GIN.6_1",5.44485182155581e-07,6.97924653914896e-07,7.93770233994125e-07,9.04231826131505e-07,1.14154738322897e-06,8.09221218868812e-07,0.590942740284278,0.702820491235364,0.753260156860536,0.795906185926793,0.884127039951896,0.746605255374351
"GIN.7_1",8.16228069645834e-07,1.04490385993777e-06,1.1889235820359e-06,1.35464639656882e-06,1.70587713232895e-06,1.21251621326546e-06,0.578135501959542,0.68798945442575,0.737467718219369,0.778754223720473,0.867953069935694,0.731492068888873
"GIN.8_1",1.36036672115838e-06,1.74033426425339e-06,1.97942122920751e-06,2.25418509638048e-06,2.8380610942519e-06,2.01886408381143e-06,0.574566060978665,0.683224369975263,0.730495984341476,0.769873798455894,0.824461758853827,0.721690356620503
"GMB.1_1",6.80205010017032e-07,8.70351051251035e-07,9.9083578112709e-07,1.12831850851195e-06,1.42169681813274e-06,1.01005839800017e-06,0.595291126621453,0.70576535412911,0.754008512944073,0.794514736207806,0.848048772369251,0.74518495444838
"GMB.2_1",5.44183004991642e-07,6.97048284526109e-07,7.933620418059e-07,9.03084085398605e-07,1.1388499000153e-06,8.09079413740201e-07,0.634890535674695,0.753568462228144,0.805511846141821,0.849296256506822,0.904862837320398,0.79581710871889
"GMB.3_1",5.44190788018735e-07,6.96764409633592e-07,7.93622653149902e-07,9.03182545665122e-07,1.13912958480995e-06,8.08860514066982e-07,0.642845490775293,0.762903339423368,0.815326888246716,0.859595562795218,0.916234933281377,0.805537983711708
"GMB.4_1",5.44189671374837e-07,6.96627313257125e-07,7.9340930908988e-07,9.03133852439796e-07,1.13912955018059e-06,8.08694218768803e-07,0.627932686060694,0.745574220890188,0.796699649600471,0.839838309952082,0.895419904803243,0.78723832266586
"GMB.5_1",4.0838228131529e-07,5.23743161123279e-07,5.95568884901393e-07,6.78518558930107e-07,8.56560314169518e-07,6.07642335007196e-07,0.626832122074294,0.744165798678851,0.794731972861169,0.838401392691046,0.892773089640675,0.785406747603599
"GMB.6_1",6.80210170946628e-07,8.7061310832999e-07,9.91282714183878e-07,1.12843950832817e-06,1.42350797648482e-06,1.01052298589912e-06,0.599878843068322,0.711431099485228,0.760016818721851,0.801477776534159,0.854749578114534,0.751096788477388
"GNB.1_1",1.08829379454449e-06,1.39213922918159e-06,1.58335688828594e-06,1.80376964766494e-06,2.27000391212558e-06,1.61516106212882e-06,0.623450625296903,0.740361847873368,0.791357632737451,0.833556799858734,0.892717862798626,0.781602469689725
"GNB.2_1",9.5225878081219e-07,1.21827305989398e-06,1.38561287808691e-06,1.57896423157665e-06,1.9894737507559e-06,1.41369884133507e-06,0.611742366122474,0.726551432625332,0.776138550924446,0.818314337981263,0.874270133040551,0.766734661004584
"GNB.3_1",9.52261341454005e-07,1.21857871398277e-06,1.38577217611066e-06,1.57925442570757e-06,1.9896729418439e-06,1.4138232911747e-06,0.61287572063902,0.727102503085854,0.777360472153243,0.819849781774471,0.8760041888004,0.767987026874558
"GNB.4_1",2.72241814073288e-07,3.49181434121181e-07,3.97071552543148e-07,4.52419713343432e-07,5.70278605174081e-07,4.04761062575075e-07,0.608327113738082,0.722038961077542,0.770320540133172,0.812210477144145,0.866837614216156,0.761693694227627
"GNB.5_1",9.52258374292662e-07,1.21827518180331e-06,1.38573047193858e-06,1.5789938948012e-06,1.98849102703746e-06,1.41377332423998e-06,0.612717340008317,0.727823045528535,0.777321903885408,0.819701802206392,0.875576820234899,0.768025427929456
"GNB.6_1",8.16220287184646e-07,1.044232849816e-06,1.18793428314283e-06,1.35348373968451e-06,1.7041801872329e-06,1.21168285211226e-06,0.623452242085288,0.739654856980092,0.789931984475359,0.832646708581145,0.889384645964637,0.780694872482532
"GNB.7_1",9.52257572635697e-07,1.21827246325735e-06,1.38557947254667e-06,1.57884901496117e-06,1.98658285499333e-06,1.4135631201538e-06,0.616850582908945,0.732436151985265,0.782564204293135,0.82435222461982,0.881426579692724,0.773046081636872
"GNB.8_1",1.0882942540173e-06,1.39213707617422e-06,1.58338819784797e-06,1.80386838872941e-06,2.27008569811465e-06,1.61518150477391e-06,0.619045137878791,0.735140142512808,0.785856961111078,0.827848208980277,0.886601311050553,0.776112804666477
"GNB.9_1",1.08829422973152e-06,1.39214079989071e-06,1.58339594386347e-06,1.80394093077292e-06,2.27010124583571e-06,1.61521282736046e-06,0.628381690301295,0.746206506160988,0.797615256812643,0.840282696019107,0.89986143698405,0.787776385549511
"GNQ.2_1",4.08362018786683e-07,5.22594840018464e-07,5.95267582222193e-07,6.77727516896245e-07,8.54347809419607e-07,6.06499046072531e-07,0.529124678164257,0.627933026813001,0.670676629204549,0.707036775957869,0.753985862061432,0.66292528611757
"GNQ.3_1",6.80183475899327e-07,8.70196200311477e-07,9.90064363204275e-07,1.12784552587318e-06,1.41987593174319e-06,1.00979948610475e-06,0.510528755270193,0.605890162781747,0.646953939019482,0.681866815118194,0.728623432527798,0.639447617312191
"GNQ.4_1",1.0882933387642e-06,1.39207676864356e-06,1.58332758035382e-06,1.80333651683917e-06,2.2699589721679e-06,1.61499903913219e-06,0.53746092189988,0.638440572787273,0.682763245198243,0.719561567319269,0.770995690383782,0.67434974344605
"GNQ.5_1",1.08829333855933e-06,1.39207519089653e-06,1.58321447143788e-06,1.80325692250458e-06,2.26986824146823e-06,1.6149970535172e-06,0.557016416304111,0.661619172620297,0.707394008132063,0.745284766069248,0.798652967207037,0.698700003150612
"GNQ.6_1",1.08829335325341e-06,1.39214413579654e-06,1.58335765730114e-06,1.8039466959596e-06,2.27000625438669e-06,1.61509554578956e-06,0.586339880263257,0.696385784376894,0.744410692812024,0.784111669049721,0.840697104594876,0.73533771567454
"GNQ.7_1",1.0882933377423e-06,1.39207646873829e-06,1.58322855885405e-06,1.80333101069794e-06,2.26994172055595e-06,1.61501458501801e-06,0.546834559695139,0.649550892727753,0.694644701197226,0.731738858728775,0.78412505517798,0.686039781099896
"KEN.1_1",6.8020281347147e-07,8.71791634561851e-07,9.91328330462423e-07,1.12983364482567e-06,1.42410317479424e-06,1.01128299661081e-06,0.511696424094291,0.609176371655879,0.652893932830728,0.690235523361539,0.77932061541387,0.648446220523926
"KEN.10_1",8.16230411185446e-07,1.04507691894422e-06,1.18912737547153e-06,1.35432387607509e-06,1.70939970156502e-06,1.2130243139045e-06,0.513084197432663,0.609838842054332,0.651246158334742,0.68704029328665,0.734214364858269,0.643752467193923
"KEN.11_1",8.16227962973909e-07,1.04473397692471e-06,1.18852047681295e-06,1.3543016989637e-06,1.70605668189802e-06,1.21230297594522e-06,0.504819471451801,0.601404257548163,0.644171351370844,0.681195486679222,0.770718175799448,0.640081274848539
"KEN.12_1",1.08829372786444e-06,1.39199690550244e-06,1.5833503536616e-06,1.80343118127654e-06,2.2699796320015e-06,1.61507872665678e-06,0.436505329796233,0.519000612834099,0.555208623999193,0.585120306712368,0.626616402908223,0.548576498595459
"KEN.13_1",6.80205662850557e-07,8.70701170332134e-07,9.9092621617542e-07,1.12867226128584e-06,1.4235677281898e-06,1.01049049185026e-06,0.423723400511694,0.503491555689431,0.538368478674708,0.567385987868965,0.606034074246075,0.53160765393145
"KEN.14_1",5.44497616626872e-07,6.98447831624708e-07,7.94216576415096e-07,9.0426606728854e-07,1.14191228236709e-06,8.09809479642065e-07,0.614435772858406,0.730782974859075,0.783341603383856,0.826760756132926,0.916200999479763,0.776016801353449
"KEN.15_1",6.80199282941446e-07,8.707686478544e-07,9.91001700506517e-07,1.1283249598179e-06,1.42349798495072e-06,1.01035710775426e-06,0.452525852344113,0.537375699791917,0.574045026880451,0.605497347774641,0.64707425860013,0.567433605216385
"KEN.16_1",8.16220009319571e-07,1.04423285943917e-06,1.18822124998206e-06,1.35337848104913e-06,1.70501977101638e-06,1.21162311448856e-06,0.461261100251839,0.54793700531265,0.585694917578403,0.616993214901231,0.661055862285225,0.578590066296734
"KEN.17_1",9.52267041267584e-07,1.21876110607036e-06,1.38594035932752e-06,1.57961967247671e-06,1.99240418825559e-06,1.41430879454408e-06,0.543619714403591,0.647245418236489,0.693914445081347,0.733720353657551,0.82141585184764,0.688848523983966
"KEN.18_1",4.08389234219373e-07,5.2376985984409e-07,5.95705608252758e-07,6.78589615458026e-07,8.56560833185607e-07,6.08009155024814e-07,0.579279583727691,0.687716363265684,0.73464889657941,0.774954868229082,0.825699189413283,0.726215338337894
"KEN.19_1",5.44501847170339e-07,6.98607101915155e-07,7.94307756862557e-07,9.04591549881386e-07,1.14331146548911e-06,8.1011244382902e-07,0.59646815270306,0.709636220919814,0.76042880947438,0.80285995052557,0.891153065743092,0.753675885018766
"KEN.2_1",6.80199888830592e-07,8.7055390253223e-07,9.90751792694431e-07,1.12842746350253e-06,1.42351284709683e-06,1.01028702894023e-06,0.425126955258584,0.505060128086376,0.539706865776803,0.568905969408255,0.60803142883153,0.533258510899326
"KEN.20_1",8.16229768276589e-07,1.04482113123642e-06,1.18891227691209e-06,1.35361038993677e-06,1.70811309944546e-06,1.21282048269157e-06,0.414358963569999,0.492849635855345,0.526823394640387,0.55529697051947,0.594589922612163,0.520433708208998
"KEN.21_1",4.0836455653219e-07,5.22733787285637e-07,5.95275482157598e-07,6.78032500242249e-07,8.54576948308918e-07,6.06763708286806e-07,0.634042887186126,0.752818221872103,0.803613788458263,0.847602918265812,0.903471723520881,0.794474618679323
"KEN.22_1",5.44509885410857e-07,6.97176377590085e-07,7.93765430373636e-07,9.04201643338395e-07,1.14207950532313e-06,8.09637423428224e-07,0.493255076928609,0.585321653947786,0.625331724619184,0.659626682599659,0.703717354047874,0.618226603855548
"KEN.23_1",5.44509163280845e-07,6.970823244535e-07,7.93738420213489e-07,9.04075901105611e-07,1.14207944359752e-06,8.09593061563611e-07,0.535136601167374,0.634724999145075,0.678216777341671,0.715404113078322,0.76323284958228,0.670455529663862
